index,Name of Project,Location,Source of Funds,% WT Actual,% WT Plan,Slippage,Contract Amount,No. of Days,Date Started,Target Date of Completion,Date Completed,Project Engineer,Implementor,Remarks,Report Date,Month,Year,Project Engineer/Site Engineer
2019-09-01,"Construction of Day Care Center, Sitio Lamlaha, Brgy. Talahik",Surallah,CY 2018 CONT. APPRO GF #45,44.73,62.3,-17.57,1394757.61,90,7/3/19,10/20/19,,ME Dondiego,LTB BUILDERS & CONST.,On-going; time extension # 1 15 CD for approval,2019-09-01,September,2019,
2019-09-01,"Construction of Day Care Center, Brgy. Upper Sepaka",Surallah,SEF-SB #2,65.7,90.81,-25.11,1479933.14,90,7/2/19,9/29/19,,ME Dondiego,CASTILLANES CONST. & SUPPLY,Time extension #1 14 CD for approval,2019-09-01,September,2019,
2019-09-01,Upgrading of Canahay Road Approaching Canahay Concrete Bridge,Surallah,2019 CONT. APPRO GF-106,7.23,15.39,-8.16,4649620.95,105,7/31/19,11/12/19,,ME Dondiego,CRISNARD CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Rehabilitation of Lamdalag - Lamcade - Klubi Rd (Phase II),Lake Sebu,2018-20% LDF,93.18,100,-6.82,9993373.52,150,11/14/18,4/12/19,,A SOBREVEGA,THREE G BUILDERS,"Project expired last April 13, 2019",2019-09-01,September,2019,
2019-09-01,"Construciton of Stage, Brgy. Lahit",Lake Sebu,2018-20% LDF,100,100,0,992314.81,90,12/10/18,3/24/19,9/3/19,A SOBREVEGA,THREE G BUILDERS,Completed,2019-09-01,September,2019,
2019-09-01,Construction of Lake Lahit Tourism Facility,Lake Sebu,CY 2018 20% LDF,35.68,19.28,16.4,5262944.77,150,2/6/19,1/5/20,,A SOBREVEGA,GABRIELLAS ENTERPRISES,On-going,2019-09-01,September,2019,
2019-09-01,Upgrading of Lower Maculan-Halilan Road,Lake Sebu,2018-20% LDF,19.83,43.16,-23.33,9988693.77,165,6/3/19,11/14/19,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Multi Purpose Building, Brgy. Lamfugon",Lake Sebu,CY 2018 20% LDF,3.47,62.63,-59.16,2136725.07,90,8/7/19,11/4/19,,A SOBREVEGA,ACJ CONSTRUCTION RESOURCES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Day Care Center, Brgy. Lamfugon",Lake Sebu,2018 CONT APPRO SEF #47,2.25,67.13,-64.88,1357680.01,90,8/7/19,11/4/19,,A SOBREVEGA,ACJ CONSTRUCTION RESOURCES,On-going,2019-09-01,September,2019,
2019-09-01,Upgrading of Poblacion-Lugan Road,Lake Sebu,,0,5.6,-5.6,15596460.79,300,8/4/19,5/29/20,,A SOBREVEGA,THREE G BUILDERS,On-going,2019-09-01,September,2019,
2019-09-01,"Gymnasium's Electrical Lines and Fixtures Installtion, Sitio Tinugas, Brgy. Ned",Lake Sebu,PGO-1011-CONTI APPRO CA-2019-32-GF,0,40.66,-40.66,310658.6,15,9/19/19,10/3/19,,A SOBREVEGA,NIRVANA CONST. & SUPPLIES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, New Tupi E/S, Brgy. Ned",Lake Sebu,CY 2018-SEF,91.21,100,-8.79,2145701.19,205,3/13/19,10/2/19,,J AGUILAR,NIRVANA CONST. & SUPPLIES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, Block 3, E/S, Brgy. Ned",Lake Sebu,CY 2018-SEF,33.32,100,-66.68,2145701.19,150,3/13/19,9/14/19,,J AGUILAR,NIRVANA CONST. & SUPPLIES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Day Care Center, brgy. Tasiman",Lake Sebu,2018-SEF SB #1,90.48,100,-9.52,1184905.17,90,5/26/19,8/23/19,,J AGUILAR,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Construction of Birthing Center (Balay ni Nanay),Lake Sebu,2018-20% LDF,12.99,64.29,-51.3,1995918.43,120,6/3/19,11/6/19,,J AGUILAR,FH GOPITEO CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, Upper Maculan E/S, Lem Afus Extension School",Lake Sebu,2018 SEF AB,0,28.58,-28.58,2136031.48,120,8/7/19,12/4/19,,J AGUILAR,ACJ CONSTRUCTION RESOURCES,On-going,2019-09-01,September,2019,
2019-09-01,Conc. Of Road Leading to Bakngeb underground River,T'boli,CY 2017 20% LDF,92.04,100,-7.96,4995579.03,80,12/25/17,6/16/18,,MJ Dauz,JAMI CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of One (1) Unit Warehouse and Drier at Sitio Sawmill, Brgy. Naci, Surallah and Purok 7, Brgy. Lambangan, T'boli, South Cotabato",Surallah & T'boli,PRDP,94.59,100,-5.41,2996169.76,112,11/3/18,6/28/19,,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of 12.0 LM Flat Slab Bridge, Brgy. Kematu",T'boli,2018 NON-OFFICE PDRRMF 3.A.7,4.41,15.26,-10.85,9635278.89,300,1/15/19,1/30/20,,MJ Dauz,FH GOPITEO CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Solar Powered Comfort Room and Water Supply, Lake Holon",T'boli,CY 2018 20% LDF 9.4.1,47.63,19.84,27.79,5894219.17,175,2/6/19,2/10/20,,MJ Dauz,BETTER WORK CONSTRUCTION,"No PERT/CPM submitted, %WT based on PERT?CPM submitted to BAC",2019-09-01,September,2019,
2019-09-01,Upgrading of Road with Lined Canal along T'boli-Afus-New Dumangas,T'boli,CY 2018 20% LDF,93.32,85.09,8.23,8075675.79,135,5/23/19,10/4/19,,MJ Dauz,THREE G BUILDERS,On-going,2019-09-01,September,2019,
2019-09-01,Construction of Sports Learning Center @ Laconon Integratd School,T'boli,CY 2018 20% LDF,57.4,86.88,-29.48,3168319.41,150,5/22/19,10/18/19,,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Completion of Liga Hall Poblacion,T'boli,"1011 PGO STAFF-P/P-999.10.D-BRGY. FACILITIES, CONST. & IMPROV'T. PROG.",100,100,0,1272510.42,85,5/26/19,9/2/19,9/2/19,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Construction of Multi Purpose Building, Brgy. Afus",T'boli,CY 2018 CONT. APPRO. GF #123,48.72,85.8,-37.08,3292281.76,120,6/4/19,10/1/19,,MJ Dauz,JP BEATHRIZ CONST & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Rehabilitation of Two CL School Building with Attached Toilet @ Edwards NHS,T'boli,PEO 8751-2019 CONT. APPRO CA-2019-24-SEF,72.14,68.43,3.71,643754.15,60,8/7/19,10/5/19,,MJ Dauz,DEDASE CONST. SERVICES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Stage, Brgy. Laconon",T'boli,CY 2018 20% LDF,12.69,3.95,8.74,992996.73,60,9/19/19,11/18/19,,MJ Dauz,NIRVANA CONST. & SUPPLIES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of 4CL Bldg. with Attached Toilet, Traan Leteng ES (T'boli ES Extension)",T'boli,SEF SB #2-CONST. OF SCHOOL BLDG. & OTHER FACILITIES,100,94.98,5.02,3993940,200,3/19/19,10/4/19,9/9/19,CJ HICBAN,FH GOPITEO CONST. & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Construction of Curve Gym @ Sitio Traan Leteng, Brgy. Kematu",T'boli,CY 2018 20% LDF,100,100,0,2190057.28,60,6/2/19,8/25/19,9/9/19,CJ HICBAN,FH GOPITEO CONST. & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Construction of Gabion/Dike, Brgy. Klinan 6",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,48.9,49.24,-0.34,5353075.72,72,12/16/18,10/13/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Completion of Sports learning Center @ Glamang NHS,Polomolok,SEF SB #2-B.1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,13.16,8.25,4.91,990356.9,90,2/25/19,11/27/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Const. of one (1) Unit Warehouse and Drier @ Brgy. Kinilis, Polomolok & Brgy. Poblacion, Tampakan",Polomolok & Tampakan,PRDP,92.39,100,-7.61,2994969.77,160,11/3/18,7/7/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construciton of One (1) Unit Coffee Trading Center, Brgy. Poblacion",Tupi,PRDP,100,100,0,2395072.06,130,11/3/18,7/8/19,9/20/19,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Construction of Lined Canal @ Sitio Bio, Brgy. Lapu",Polomolok,PDRRM 2018,16.64,25.02,-8.38,6568450.49,217,6/9/19,1/11/20,,J JANUTO,DUMALAG SURVEYING & ENG'G. SERVICES,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Lying-in Clinic, Brgy. Koronadal Proper",Polomolok,CY 2018 20% LDF,26.8,93.15,-66.35,1995918.45,120,6/4/19,10/1/19,,J JANUTO,FH GOPITEO CONST. & SUPPLY,"On-going; THE CONTRACTOR SUBMITTED A LETTER REQUEST FOR TIME EXTENSION LAST SEPTEMBER 19, 2019, 40 CD TIME EXTENSION IS ON PROCESS; TIME EXTENSION IS DUE TO THE RELOCATION OF THE PROJECT SITE, REMOVAL & UPROOTING OF TREES AND UNWORKABLE TIME ",2019-09-01,September,2019,
2019-09-01,"Construction of 180 ln.m Lined Canal, Purok Malabarbas, Poblacion",Polomolok,PDRRMO-2019 CONT APPRO CA-2019-26-CAL,61.31,15.36,45.95,596853.51,50,9/13/19,11/1/19,,J JANUTO,JAMI CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Construction of Signages/Wayfinders in key Tourist destination/Information Warning Devices,Tupi,2018 CONT. APPRO GF #65,100,100,0,1784823.3,120,11/21/18,9/6/19,9/6/19,J JANUTO,PASE CONSTRUCTION,Completed,2019-09-01,September,2019,
2019-09-01,"Rehabilitation and Improvement of Salaguidan Bridge, Brgy. Palian",Tupi,PDRRMO-2019 conti appro-ca-2019-27-CAL,0,56.82,-56.82,6487695.43,120,8/4/19,12/1/19,,J JANUTO,FH GOPITEO CONST. & SUPPLY,On-going; Major Issue: UNAVAILABILITY OF 8mmX600mmX310mm STEEL SHEET FILES IN THE LOCAL MARKET; VARIATION ORDER & REVISED PLAN IS ON PROCESS,2019-09-01,September,2019,
2019-09-01,Completion of Sports Learning Center @ Miasong Elementary School,Tupi,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,95.89,100,-4.11,997275.95,120,1/21/19,5/20/19,,A. DEMETILLO,MS LAGMAN TRACTORS & CONST. INC.,On-going; subject for LD,2019-09-01,September,2019,
2019-09-01,Upgrading of Nhwy. Jct.-Acmonan Road,Tupi,PEO-8751 20% LDF,9.52,16.95,-7.43,14952417.62,150,7/4/19,11/30/19,,A BARRIENTOS,PASE CONSTRUCTION,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Covered Court, Brgy. Pula Bato",Tampakan,2018 CONT. APPRO GF #304,87.95,100,-12.05,4066740.44,180,9/4/18,4/15/19,,A DEMETILLO,ILON MULTIBUILDERS CO.,On-going; subject for LD,2019-09-01,September,2019,
2019-09-01,Rehabilitation of Albagan Road,Tampakan,,100,100,0,5986721.47,100,9/26/17,9/18/18,9/25/19,A BARRIENTOS,JAMI CONST. & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,Const. of Albagan Gym with Stage,Tampakan,CY 2017 20% LDF,100,100,0,4033389.66,200,11/28/17,6/15/18,9/25/19,A BARRIENTOS,JAMI CONST. & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,92.06,100,-7.94,2987473.44,135,12/26/17,6/29/19,,A BARRIENTOS,MFN BUILDERS,On-going; due for LD,2019-09-01,September,2019,
2019-09-01,Construction of Water System @ Brgy. Carpenter Hill,Koronadal City,CY 2018 20% LDF 4.4.1,96.1,100,-3.9,4911276.54,226,9/23/18,6/5/19,,S RENTOZA,DUMALAG SURVEYING & ENG'G. SERVICES,On-going; time extension #2 is on process,2019-09-01,September,2019,
2019-09-01,Construction of Special Drug Education & Rehabilitation Facility (SCRDC),Koronadal City,1011-PGO-STAFF-P/P-999.1-PEACE & ORDER PROGRAM,56.21,69.1,-12.89,19833675.04,250,1/30/19,12/20/19,,S RENTOZA,FH GOPITEO CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Three (3)-Storey Provincial Capitol Bldg. Complex (Left Wing), Capitol Compound",Koronadal City,PEO-8751-2019 CONST. APPRO CA-2019-63-GF,9.46,0.4,9.06,189298000,365,3/17/19,8/26/20,,S RENTOZA,SKYNET CONSTRUCTION & ENG'G. SERVICES/FREDEN CONSTRUCTION-JOINT VENTURE,On-going,2019-09-01,September,2019,
2019-09-01,"Upgrading of Façade, CR and Drainage System, SCGCC Compound",Koronadal City,CY 2018 CONT. APPROP. GF#142,63.57,10.89,52.68,10979927.1,250,1/24/19,1/8/20,,E SOLATORIO,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2019-09-01,September,2019,
2019-09-01,"Electrical Rehab of Pump Room, SCSC",Koronadal City,1061-PGSO,100,100,0,1097969.58,35,1/30/19,8/30/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Refurbishing of Provincial Treasurer's Office, Capitol Compound",Koronadal City,1091-PTO PP-999-REFURBISHMENT OF PTO,100,100,0,1396097.69,120,3/20/19,9/13/19,9/13/19,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,Total Rehabilitation of Riverbank @ Brgy. New Pangasinan,Koronadal City,2018 CONT. APPRO PDRRMF #3,95,100,-5,4995050.22,67,3/19/19,8/9/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,Construction of Water System @ UP School of Health Campus,Koronadal City,UP SOCOT-P/P SB#1-999-CONST. OF WATER SYSTEM,61.84,100,-38.16,2978927.25,91,3/18/19,6/16/19,,E SOLATORIO,DUMALAG SURVEYING & ENG'G. SERVICES,On-going; subject for LD,2019-09-01,September,2019,
2019-09-01,"Construction of 1394 mtrs. Flood Control Lining along Prk. Pag-asa to Prk. Matagumpay, Brgy. Magsaysay ",Koronadal City,PDRRM 2018,58.27,47.97,10.3,7385135.48,35,6/3/19,12/20/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Riprap Repair of Bulok Creek from Prk. Masipag Bridge to Day Care Center, Brgy. Sta. Cruz",Koronadal City,2018 TRUST FUND,55.6,51.55,4.05,4392937.36,90,7/4/19,10/27/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-09-01,September,2019,
2019-09-01,"Construction of Stage, Brgy. Saravia",Koronadal City,PGO STAFF 1011-20% LDF 2019,57.63,83.9,-26.27,987428.18,60,8/4/19,10/2/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going; 25 CD time extension is on process,2019-09-01,September,2019,
2019-09-01,"Construction of Day Care Center, Brgy. Dumadalig",Tantangan,2018 CONT. APPRO SEF #46,100,100,0,1389437.49,120,11/21/18,3/20/19,8/30/19,S RENTOZA,JANMARIE CONST. SERVICE & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,"Construction of Multipurpose Building, Brgy. Poblacion",Tantangan,2018 20% LDF,99.17,100,-0.83,3085788.47,152,12/9/18,6/6/19,,S RENTOZA,MIGO CONSTRUCTION,On-going; subject for LD,2019-09-01,September,2019,
2019-09-01,"Construction of Vehicle Garage with Storage-Warehouse @ IPEMC, Brgy. Tinongcop",Tantangan,2018 20% LDF,100,100,0,1429748.18,90,1/9/19,9/21/19,,S RENTOZA,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-09-01,September,2019,
2019-09-01,Upgrading of Tantangan-Norala (Tinago-Dumadalig Road),Tantangan,2019 CONT. APPRO GF-112,25.41,23.06,2.35,9990000,150,8/1/19,12/28/19,,S RENTOZA,FREDEN CONSTRUCTION,On-going,2019-09-01,September,2019,
2019-09-01,Construction of Halfway House under Conprehensive Local Integration Program (CLIP),Tantangan,TRUST FUND-CLIP 2017,85.57,100,-14.43,4994725.72,150,2/3/19,9/20/19,,A DEMETILLO,NIRVANA CONST. & SUPPLIES,On-going; subject for LD,2019-09-01,September,2019,
2019-10-01,Upgrading of Jct. Nhwy.-El Nonok Road,Banga,Peo 8751-20% LDF,50.22,16.08,35.86,14952096.6,150,8/4/19,12/31/19,,MJ Dauz,GABRIELLAS ENTERPRISES,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Prk. Pag-asa Box Culvert @ Brgy. Rizal (3),Banga,PDRRM-TF-PROPER (DBP 1057-935-1),96.84,100,-3.16,2493081.18,120,3/6/19,10/5/19,,CJ HICBAN,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,Rehabilitation of Lambukay Steel Bridge,Banga,PEO 8751-2019 CONTI APPRO. CA-2019-28-CAL,100,100,0,2996035.96,90,6/9/19,10/1/19,10/1/19,CJ HICBAN,NIRVANA CONST. & SUPPLIES,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of Senior Citizen Bldg., Brgy. Lambingi",Banga,"1011-PGO-STAFF-P/P-999.10.d-BRGY. FACILITIES, CONST. & IMPROV'T. PROG.",82.81,94.46,-11.65,1474934.84,90,6/4/19,10/28/19,,CJ HICBAN,BETTER WORK CONSTRUCTION,On-going; Time Extension is on process,2019-10-01,October,2019,
2019-10-01,"Construction of Water System, Brgy. El Nonok",Banga,CY 2018 20% LDF,63.99,100,-36.01,1994684.44,120,6/3/19,10/14/19,,CJ HICBAN,FH GOPITEO CONST. & SUPPLY,On-going; no contractor's project engineer on site,2019-10-01,October,2019,
2019-10-01,"Construction of Stage, Brgy. San Jose",Banga,PGO-STAFF-1011-2019 20% LDF,40.74,30.79,9.95,932578.34,60,9/19/19,11/17/19,,CJ HICBAN,JAMI CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Renovation of Barangay Hall, Brgy. El Nonok",Banga,PEO 8751 CA-2019-140-GF,4.21,2.88,1.33,1614545.07,120,10/15/19,2/11/20,,CJ HICBAN,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,Concreting of 1km Provincial Road @ Brgy. Malaya,Banga,CY 2018 20% LDF 9.5.1 (SB #2),100,100,0,11488156.8,113,5/22/19,9/11/19,10/14/19,ME Dondiego,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,Conc. of Provincial Road Lapus to Brgy. Liberty,Norala,CY 2018 CONT. APPROP. GF #75,75.68,71.48,4.2,17240000,125,3/29/18,12/4/19,,A DEMETILLO,FREDEN CONSTRUCTION,On-going,2019-10-01,October,2019,
2019-10-01,"Upgrading of San Isidro - Katipunan, Sto. Niño - Lopez Jaena Road",Norala,PEO 8751 (2019 CONT. APPRO) CA-2019-110-GF,90.73,32.95,57.78,34966000.73,300,3/21/19,1/14/20,,A DEMETILLO,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Sports Learning Center @ Sto. Niño CES,Sto. Niño,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,100,100,0,4070985.86,202,12/16/18,7/5/19,10/14/19,ME Dondiego,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,"Const. of Water System @ Sitio Cajanedo, Brgy. Teresita",Sto. Niño,CY 2018 20% LDF,66.28,100,-33.72,1494949.16,145,6/3/19,10/25/19,,ME Dondiego,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Lined Canal @ Jct. Provincial Road M. Roxas-Poblacion, Sto. Niño Road",Sto. Niño,PDRRMO-2019 CONT. APPRO CA-2019-10-CAL,53.71,28.25,25.46,2593340.2,148,7/31/19,12/25/19,,ME Dondiego,CRISNARD CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Stage, Brgy. San Vicente",Sto. Niño,2019 20% LDF,100,100,0,978565.94,74,7/31/19,10/12/19,10/12/19,ME Dondiego,GABRIELLAS ENTERPRISES,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of Purok Stage, Brgy. Katipunan",Sto. Niño,"1011-PGO-STAFF-P/P-999.9.4-BDP-BRGY. FACILITIES, CONST. & IMPROV'T. PROGRAM",1.92,33.71,-31.79,197262.96,60,9/19/19,11/17/19,,ME Dondiego,NIRVANA CONST. & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,Concreting of Tubi-ala Lambontong Road part. Approaching to Malomboy Bridge,Surallah,CY 2017 20% LDF,84.89,100,-15.11,8494519.47,160,1/2/18,6/10/18,,ME Dondiego,HEXAMINDZ CORPORATION,"Recommended for termination, March 12, 2019",2019-10-01,October,2019,
2019-10-01,"Construction of Day Care Center, Sitio Lamaha, Brgy. Talahik",Surallah,CY 2018 CONT. APPRO GF #45,59.51,70.81,-11.3,1394757.61,125,7/3/19,11/4/19,,ME Dondiego,LTB BUILDERS & CONST.,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Day Care Center, Brgy. Upper Sepaka",Surallah,SEF-SB #2,100,100,0,1479933.14,104,7/2/19,10/13/19,10/25/19,ME Dondiego,CASTILLANES CONST. & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,Upgrading of Canahay Road Approaching Canahay Concrete Bridge,Surallah,2019 CONT. APPRO GF-106,28.86,72.61,-43.75,4649620.95,105,7/31/19,11/12/19,,ME Dondiego,CRISNARD CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,Rehabilitation of Lamdalag - Lamcade - Klubi Rd (Phase II),Lake Sebu,2018-20% LDF,100,100,0,9993373.52,165,11/14/18,4/27/19,10/23/19,A SOBREVEGA,THREE G BUILDERS,Completed,2019-10-01,October,2019,
2019-10-01,Construction of Lake Lahit Tourism Facility,Lake Sebu,CY 2018 20% LDF,46.86,20,26.86,5262944.77,150,2/6/19,1/4/20,,A SOBREVEGA,GABRIELLAS ENTERPRISES,On-going,2019-10-01,October,2019,
2019-10-01,Upgrading of Lower Maculan-Halilan Road,Lake Sebu,2018-20% LDF,31.25,76.97,-45.72,9988693.77,165,6/3/19,11/14/19,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Multi Purpose Building, Brgy. Lamfugon",Lake Sebu,CY 2018 20% LDF,21.73,91.6,-69.87,2136725.07,90,8/7/19,11/4/19,,A SOBREVEGA,ACJ CONSTRUCTION RESOURCES,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Day Care Center, Brgy. Lamfugon",Lake Sebu,2018 CONT APPRO SEF #47,19.31,93.08,-73.77,1357680.01,90,8/7/19,11/4/19,,A SOBREVEGA,ACJ CONSTRUCTION RESOURCES,On-going; Time Extension is on process,2019-10-01,October,2019,
2019-10-01,Upgrading of Poblacion-Lugan Road,Lake Sebu,,1.15,14.09,-12.94,15596460.79,300,8/4/19,5/29/20,,J AGUILAR,THREE G BUILDERS,On-going,2019-10-01,October,2019,
2019-10-01,"Gymnasium's Electrical Lines and Fixtures Installtion, Sitio Tinugas, Brgy. Ned",Lake Sebu,PGO-1011-CONTI APPRO CA-2019-32-GF,100,100,0,310658.6,15,9/19/19,10/3/19,10/12/19,J AGUILAR,NIRVANA CONST. & SUPPLIES,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, New Tupi E/S, Brgy. Ned",Lake Sebu,CY 2018-SEF,100,100,0,2145701.19,205,3/13/19,10/2/19,10/22/19,J AGUILAR,NIRVANA CONST. & SUPPLIES,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, Block 3, E/S, Brgy. Ned",Lake Sebu,CY 2018-SEF,35.58,88.87,-53.29,2145701.19,205,3/13/19,11/9/19,,J AGUILAR,NIRVANA CONST. & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Day Care Center, brgy. Tasiman",Lake Sebu,2018-SEF SB #1,100,100,0,1184905.17,90,5/26/19,8/23/19,9/30/19,J AGUILAR,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,Construction of Birthing Center (Balay ni Nanay),Lake Sebu,2018-20% LDF,18.84,44.22,-25.38,1995918.43,145,6/3/19,12/1/19,,J AGUILAR,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, Upper Maculan E/S, Lem Afus Extension School",Lake Sebu,2018 SEF AB,0.12,62.93,-62.81,2136031.48,120,8/7/19,12/4/19,,J AGUILAR,ACJ CONSTRUCTION RESOURCES,On-going,2019-10-01,October,2019,
2019-10-01,Conc. Of Road Leading to Bakngeb underground River,T'boli,CY 2017 20% LDF,100,100,0,4995579.03,80,12/25/17,6/16/18,10/25/19,MJ Dauz,JAMI CONST. & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of One (1) Unit Warehouse and Drier at Sitio Sawmill, Brgy. Naci, Surallah and Purok 7, Brgy. Lambangan, T'boli, South Cotabato",Surallah & T'boli,PRDP,100,100,0,2996169.76,115,11/3/18,6/28/19,10/15/19,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of 12.0 LM Flat Slab Bridge, Brgy. Kematu",T'boli,2018 NON-OFFICE PDRRMF 3.A.7,3.19,31.28,-28.09,9635278.89,300,1/15/19,1/30/20,,MJ Dauz,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Solar Powered Comfort Room and Water Supply, Lake Holon",T'boli,CY 2018 20% LDF 9.4.1,48.87,16.78,32.09,5894219.17,175,2/6/19,2/10/20,,MJ Dauz,BETTER WORK CONSTRUCTION,On-going,2019-10-01,October,2019,
2019-10-01,Upgrading of Road with Lined Canal along T'boli-Afus-New Dumangas,T'boli,CY 2018 20% LDF,96.31,100,-3.69,8075675.79,145,5/23/19,10/14/19,,MJ Dauz,THREE G BUILDERS,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Sports Learning Center @ Laconon Integratd School,T'boli,CY 2018 20% LDF,72.13,100,-27.87,3168319.41,150,5/22/19,10/18/19,,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-10-01,October,2019,
